"eis","SCC","County","FIPS","Name","NAICS","State","Lat","Long","NH3","NOx","PM25","SO2","VOC","eff_height","ap3.assignment","easiur.assignment"
6186111,30500255,"Multiple (portable facilities)",27777,"Commercial Asphalt Co - Plant 909",324121,"MN",NA,NA,0,4.823,0.9495,0.6308,5.937,0,"Low","Area"
6189711,30500208,"Multiple (portable facilities)",27777,"Knife River Materials Asphalt Plant 1",324121,"MN",NA,NA,0.021079,5.80898,1.1468692,3.36199,2.67523,0,"Low","Area"
6673111,30501107,"Multiple (portable facilities)",32777,"MODERN CONCRETE",212321,"NV",NA,NA,0,0,0.0242153086,0,0,0,"Low","Area"
6738811,30502006,"Multiple (portable facilities)",32777,"RANSTROM MINING AND CONSTRUCTION",212321,"NV",NA,NA,0,0,0.0073322806,0,0,NA,NA,NA
6739811,30502002,"Multiple (portable facilities)",32777,"REESS ENTERPRISE",212321,"NV",NA,NA,0,0,0.0042962256,0,0,NA,NA,NA
6845511,30502005,"Multiple (portable facilities)",32777,"A & K EARTH MOVERS, INC",212321,"NV",NA,NA,0,5.1975,3.12813605141,1.0395,5.37705,NA,NA,NA
6935511,30500255,"Multiple (portable facilities)",27777,"Northland Constructors of Duluth LLC",324121,"MN",NA,NA,0,0.1582,0.34504,0.1846,3.639,0,"Low","Area"
6935611,30500207,"Multiple (portable facilities)",27777,"Northland Constructors of Duluth Gencor",324121,"MN",NA,NA,0.024782,12.1092,0.635042,11.372,7.9797372,0,"Low","Area"
7025311,20200102,"Multiple (portable facilities)",27777,"Ulland Brothers Inc - Metallic",212231,"MN",NA,NA,0.004872,1.015,1.895232,0.0667,0.08282,NA,NA,NA
7025411,20200102,"Multiple (portable facilities)",27777,"Dresel Aggregate Inc - Nonmetallic",212321,"MN",NA,NA,0,2.743,0.3190381,0.1803,0.2239,0,"Low","Area"
7047311,30500208,"Multiple (portable facilities)",27777,"Riley Bros Construction Inc - Portable",324121,"MN",NA,NA,0.00276,0.9796,0.099494,0.9602,0.53049,0,"Low","Area"
7093011,20200401,"Multiple (portable facilities)",27777,"Dunn Blacktop - Plant 66",324121,"MN",NA,NA,0.05453,14.016,1.491492,6.682,3.574,0,"Low","Area"
7093111,20200401,"Multiple (portable facilities)",27777,"Milestone Materials 85-09",212312,"MN",NA,NA,0.05497,8.302,0.38273647,0.5917,0.2127,0,"Low","Area"
7116711,30500208,"Multiple (portable facilities)",27777,"Tri-City Paving Inc - Plant 4",324121,"MN",NA,NA,0.02334,6.068,1.18221416,2.2563,1.69605,0,"Low","Area"
7131411,20200102,"Multiple (portable facilities)",27777,"Central Specialties Inc - Plant 3",324121,"MN",NA,NA,0.022249,7.79668,3.57057106,4.11418,2.4429473,0,"Low","Area"
7131511,10200501,"Multiple (portable facilities)",27777,"Central Specialties Inc - Plant 4",324121,"MN",NA,NA,0.06373,22.0752,6.61806276,11.30248,6.74896,0,"Low","Area"
7131611,20200102,"Multiple (portable facilities)",27777,"Central Specialties Inc - Plant 5",324121,"MN",NA,NA,0.022191,8.21702,3.70141476,4.44357,2.6343752,0,"Low","Area"
7141911,30500261,"Multiple (portable facilities)",27777,"Ulland Brothers Inc - Plant 3",324121,"MN",NA,NA,0,7.6417,1.1831738,12.5802057,6.91729,0,"Low","Area"
7486711,30500203,"Multiple (portable facilities)",27777,"Park Paving Inc",324121,"MN",NA,NA,0,0.127,0.0451629,0.0255,0.1335,0,"Low","Area"
8263311,2275001000,"",27777,"Cloquet Carlton County Airport",488119,"MN",46.4212,-92.3009,0,0.345128,0.4676553,0.0693651,0.7836635,NA,NA,NA
8271611,31000203,"",16777,"Pocatello Compressor Station",486210,"ID",42.817764,-112.699755,0,672.14,6.40161,1.2,15.54,NA,NA,NA
8271711,20200102,"",16777,"Potlatch Land and Lumber, LLC - St. Maries Complex",321212,"ID",47.323,-116.586,0,96.35,63.7954292,12.52,68.43,0,"Low","Area"
8271811,10200902,"",16777,"Stimson Lumber Company - Plummer Operation",321113,"ID",47.33,-116.89,0,97.32617,65.232171321,11.0844,22.480245,0,"Low","Area"
8274311,2275060012,"",30777,"Wolf Point Airport",4811,"MT",48.09,-105.58,0,1.02466138,0.178108021,0.18388221,4.51366126,NA,NA,NA
8839111,30501035,"",4777,"Peabody Western Coal Company - Black Mesa Complex",212111,"AZ",36.525952,-110.430744,0,0,323.21651171,0,8.24147,0,"Low","Area"
8839211,20200201,"",4777,"El Paso Natural Gas, Navajo Compressor Station",486210,"AZ",35.55511,-109.72765,1.29,91.41,1.53,0.67,0.4,0,"Low","Area"
8839311,20200252,"",4777,"El Paso Natural Gas, Leupp Compressor Station",486210,"AZ",35.305728,-111.094531,1.46,1588.52,26.0795,0.9032387,53.61,0,"Low","Area"
8839411,20200253,"",4777,"El Paso Natural Gas, Dilkon Compressor Station",486210,"AZ",35.394901,-110.330627,0.27,3.29,0.32,0.14,0.09,0,"Low","Area"
8839611,20200253,"",4777,"Transwestern Pipeline Co., Compressor Station No. 4 - Klagetoh",486210,"AZ",35.565744,-109.393423,0,0.0784,8e-04,2e-04,0.0914,0,"Low","Area"
8839711,20200252,"",4777,"Transwestern Pipeline Co., Leupp Compressor Station #3",486210,"AZ",35.30422,-110.84838,1.1888,41.7473,1.6247,0.6219,3.7849,0,"Low","Area"
8839911,20200252,"",35777,"El Paso Natural Gas, Window Rock Compressor Station",221210,"NM",35.6159,-109.12496,0.69,1354.14,27.84619,0.5226515,72.73357,0,"Low","Area"
8840011,31088811,"",49777,"Resolute Natural Resources Company - Aneth Unit",211111,"UT",37.29836,-109.26358,0,22.6,8.8231,118.1,254.6,0,"Low","Area"
9273511,20300106,"Multiple (portable facilities)",39777,"Stein, Inc. (0247080619)",331110,"OH",NA,NA,0.000108,0.0027,0.1241273128,0.01917,0.0003366,NA,NA,NA
9298811,50300601,"Multiple (portable facilities)",39777,"Bond Road Landfill (1431473443)",562212,"OH",NA,NA,0.18,0,0.0500311,0,0.41,NA,NA,NA
9301011,30500263,"Multiple (portable facilities)",39777,"MAR-ZANE, INC. PLANT #24 (0660010242)",324121,"OH",NA,NA,0,3.05,1.33,3.21,3.88,0,"Low","Area"
9301111,30500263,"Multiple (portable facilities)",39777,"MAR-ZANE, INC. PLANT #21 (0660010241)",324121,"OH",NA,NA,0,2.32,0.37,2.45,2.34,0,"Low","Area"
9410311,2275050012,"",31777,"Pender Muni",48811,"NE",42.11389,-96.72893,0,0.0926563,0.1230057,0.0187362,0.2031901,NA,NA,NA
9438311,30500205,"Multiple (portable facilities)",32777,"FISHER INDUSTRIES",212321,"NV",NA,NA,0,1.2037,0.2011266545,0.24074,1.597642,NA,NA,NA
9472811,30503811,"Multiple (portable facilities)",27777,"Carl Bolander & Sons Inc",327331,"MN",NA,NA,0,0,0.53,0,0,NA,NA,NA
9480811,30500208,"Multiple (portable facilities)",27777,"Hawkinson Construction Co Inc - Plant 2",324121,"MN",NA,NA,0.028872,6.4231122,0.61018337,2.3543602,2.618251692,0,"Low","Area"
9480911,30500208,"Multiple (portable facilities)",27777,"Hawkinson Construction Co Inc - Plant 1",324121,"MN",NA,NA,0.031485,11.77806462,1.51000852,9.08019176,6.930801099,0,"Low","Area"
9482511,20200401,"Multiple (portable facilities)",27777,"Hardrives Inc - Plant 51",324121,"MN",NA,NA,0.040522,8.9468,2.5106005,4.4805,2.882278,0,"Low","Area"
9482611,30500208,"Multiple (portable facilities)",27777,"Hardrives Inc - Plant 401",324121,"MN",NA,NA,0.08202,18.34814,4.0787377,9.12254,5.86664,0,"Low","Area"
9483311,30500208,"Multiple (portable facilities)",27777,"Minn-Dak Asphalt Inc - Boeing 300",324121,"MN",NA,NA,0.004871,1.2961,0.1149353,0.42453,0.277115,NA,NA,NA
9496911,20200401,"Multiple (portable facilities)",27777,"Commercial Asphalt Co - Plant 908",324121,"MN",NA,NA,0.004391,1.437,0.173676,0.14846,0.96949,0,"Low","Area"
9497011,30500206,"Multiple (portable facilities)",27777,"Knife River Corp N Central - Plant 3",324121,"MN",NA,NA,0.0004496,1.86105,1.60683221,0.2415843,3.4171728,0,"Low","Area"
9532411,30500208,"Multiple (portable facilities)",27777,"Anderson Brothers Construction Co Base 3",324121,"MN",NA,NA,0.044962,13.1268,5.001205,5.5154,6.84837,0,"Low","Area"
9532511,20200401,"Multiple (portable facilities)",27777,"Anderson Brothers Construction Co Base 4",324121,"MN",NA,NA,0.04346,13.8975,2.785886,5.7491,7.556523,0,"Low","Area"
9773011,20200102,"Multiple (portable facilities)",12777,"C.W. ROBERTS CONTRACTING, INC.",324121,"FL",NA,NA,0,4.342814,0.089238051,4.572883,2.523282,0,"Low","Area"
9780411,39001399,"Multiple (portable facilities)",12777,"ANDERSON COLUMBIA, INC. #9",324121,"FL",NA,NA,0,1.59225,0.01453711,0.62145,0.766214,NA,NA,NA
9786411,30500207,"Multiple (portable facilities)",12777,"ANDERSON COLUMBIA CO., INC.",324121,"FL",NA,NA,0,14.6419,0.1830064,6.15637,6.812364,0,"Low","Area"
9791611,39000501,"Multiple (portable facilities)",12777,"WEEKLEY ASPHALT PAVING, INC.",324121,"FL",NA,NA,0,5.995,0.466514,1.199,3.488,0,"Low","Area"
9802711,30500205,"Multiple (portable facilities)",12777,"ANDERSON COLUMBIA CO INC  #6",324121,"FL",NA,NA,0,4.15319,0.0450655,2.303638,1.637674,0,"Low","Area"
9806411,30500205,"Multiple (portable facilities)",12777,"RANGER CONSTRUCTION INDUSTRIES, INC.",324121,"FL",NA,NA,0,6.77947,0.0760707,0.086284,3.94442,0,"Low","Area"
9807811,30500263,"Multiple (portable facilities)",12777,"GROUP III ASPHALT INC",324121,"FL",NA,NA,0,1.72414,0.122257,1.81818,1.00314,0,"Low","Area"
9811311,2275060011,"",21777,"Animas Air Park",48811,"KY",37.20389,-107.86861,0,0.33163046,0.43255201,0.06698734,0.70787173,NA,NA,NA
10664711,20200102,"",16777,"Blue North Forest Products",321,"ID",46.243561,-116.035114,0,2.04,11.88250852,0.224,2.144,0,"Low","Area"
10664811,10200912,"",16777,"Empire Lumber Company",321113,"ID",46.22481,-116.01736,0,10.2,11.6400593529,1.16,34.613,0,"Low","Area"
10664911,10200902,"",16777,"Clearwater Forest Industries",321113,"ID",46.121348,-115.979081,0,5.3,8.647244,0.6,7.6,NA,NA,NA
10696911,20200401,"Multiple (portable facilities)",27777,"Tri-City Paving Inc - Plant 2 DM70",324121,"MN",NA,NA,0.03007,10.21275,2.8417484,5.237,4.1984628,0,"Low","Area"
10697011,30500208,"Multiple (portable facilities)",27777,"Tri-City Paving Inc - Plant 1 Boeing",324121,"MN",NA,NA,0.02879,8.47075,2.0537542,3.9377,3.002386,0,"Low","Area"
10709011,30500208,"Multiple (portable facilities)",27777,"Mark Sand & Gravel Acquisition - Plant 8",324121,"MN",NA,NA,0.000104,2.2166,0.296661314,2.3353692,1.3002342,0,"Low","Area"
10709211,30500208,"Multiple (portable facilities)",27777,"Central Specialties Inc - Plant 1",324121,"MN",NA,NA,0.029976,5.6229,0.247677,2.0391,1.073629,0,"Low","Area"
10709311,20200102,"Multiple (portable facilities)",27777,"Central Specialties Inc - Plant 2",324121,"MN",NA,NA,0.004182,1.968,0.1939877,1.80791,1.006818,0,"Low","Area"
10717811,20200102,"Multiple (portable facilities)",12777,"JOHN C. HIPP CONSTRUCTION EQUIPMENT CO.",324121,"FL",NA,NA,0,0.832009,0.16987818,0.105009,0.956967,0,"Low","Area"
10718011,30500205,"Multiple (portable facilities)",12777,"THE LANE CONSTRUCTION CORPORATION",324121,"FL",NA,NA,0,9.25447,0.4752608,5.619592,4.312127,0,"Low","Area"
10718411,30500208,"Multiple (portable facilities)",12777,"BETTER ROADS, INC.",324121,"FL",NA,NA,0,5.981276,1.2300119,5.796062,2.779282,0,"Low","Area"
10720311,20200102,"Multiple (portable facilities)",27777,"Mesabi Bituminous Inc - Schley Mine B",324121,"MN",NA,NA,0.1535,32.014,2.344994,2.2399,3.1405,0,"Low","Area"
10720411,30500208,"Multiple (portable facilities)",27777,"Ulland Brothers Inc - Plant 1485",324121,"MN",NA,NA,0.027594,6.08935,2.335602,4.8443,3.7984635,0,"Low","Area"
10721411,20200401,"Multiple (portable facilities)",27777,"Duininck Bros Inc - Port Plant 6",324121,"MN",NA,NA,0.046327,11.35392,2.6638696,4.843509896,3.92638,0,"Low","Area"
10721611,30500208,"Multiple (portable facilities)",27777,"Duininck Bros Inc - Port Plant 8",324121,"MN",NA,NA,0.016371,4.03903,0.78009012,1.991505488,1.598196,0,"Low","Area"
11140311,2275050011,"",30777,"ST LABRE MISSION",48811,"MT",45.6,-106.2672,0,0.03317516,0.03656837,0.00672701,0.058217445,NA,NA,NA
11446411,2275050012,"",49777,"BONANZA POWER PLANT",48811,"UT",40.0822,-109.2915,0,0.005949515,0.00532424,0.00130811,0.01278192,NA,NA,NA
12014511,2275050011,"",21777,"ANIMAS AIR PARK HELIPORT",48811,"KY",37.2031,-107.8678,0,0.005949515,0.00532424,0.00130811,0.01278192,NA,NA,NA
12696511,20200102,"Multiple (portable facilities)",55777,"Yahara Materials-Plant #12",212312,"WI",NA,NA,0,10.24475,1.46230954,0.67337,0.8362,NA,NA,NA
12696611,20200102,"Multiple (portable facilities)",55777,"Michels Materials, A Div Of Michels Corp-K627",212312,"WI",NA,NA,0,14.3163,1.080401105,0.94099,1.168535,NA,NA,NA
12696711,30502004,"Multiple (portable facilities)",55777,"Wissota Sand & Gravel Co. - Scenic Rd",212321,"WI",NA,NA,0,0,0.860766066,0,0,NA,NA,NA
12697011,20200102,"Multiple (portable facilities)",55777,"Milestone Materials #85-245",212321,"WI",NA,NA,0,28.2376,2.66621124,1.856015,2.304825,NA,NA,NA
12697111,20200102,"Multiple (portable facilities)",55777,"Milestone Materials 85-106",212312,"WI",NA,NA,0,12.9108,1.43352382,0.848605,1.05381,NA,NA,NA
12697211,20100102,"Multiple (portable facilities)",55777,"Mcc, Inc.",212312,"WI",NA,NA,0.0297353,12.82865,1.36242478,0.84321,1.047105,NA,NA,NA
12697311,20200102,"Multiple (portable facilities)",55777,"Kopplin and Kinas Co., Inc.",21231,"WI",NA,NA,0,8.21925,0.5653556088,0.54024,0.670875,NA,NA,NA
12697611,10200502,"Multiple (portable facilities)",55777,"Monarch Paving Plant #87",32412,"WI",NA,NA,0.150065,3.75162,0.172407,17.76655,0.0472704,NA,NA,NA
12697811,20200102,"Multiple (portable facilities)",55777,"Haas Sons Inc.",212312,"WI",NA,NA,0,14.9943,1.70376143,0.98555,1.22387,NA,NA,NA
12697911,20200102,"Multiple (portable facilities)",55777,"Milestone Materials #85-244",212321,"WI",NA,NA,0,31.3929,2.9000125,2.06341,2.56237,NA,NA,NA
12698111,20200102,"Multiple (portable facilities)",55777,"Milestone Materials 85-120",212312,"WI",NA,NA,0,5.45895,0.64436886,0.3588085,0.4455735,NA,NA,NA
12698211,10200502,"Multiple (portable facilities)",55777,"Monarch Paving #75",324121,"WI",NA,NA,0.16034,15.11785,0.964856,7.2476,0.957282,NA,NA,NA
12698511,20200102,"Multiple (portable facilities)",55777,"Duffek Sand And Gravel",212312,"WI",NA,NA,0,18.1472,2.29447615,1.192785,1.48122,NA,NA,NA
12698611,10200502,"Multiple (portable facilities)",55777,"Rock Road Of Wisconsin-Gencor Model 400",324121,"WI",NA,NA,0.081048,2.026377065,0.87583114,3.59650576,0.02553364,NA,NA,NA
12698811,20200102,"Multiple (portable facilities)",55777,"R.G. Huston Company, Inc.",212312,"WI",NA,NA,0,3.08366,0.78908833,0.2026845,0.251696,NA,NA,NA
12699111,20200102,"Multiple (portable facilities)",55777,"Olynick Crusher",212321,"WI",NA,NA,0,21.5631,2.54223145,1.41731,1.760035,NA,NA,NA
12699311,20200102,"Multiple (portable facilities)",55777,"Arlan Pope Construction - Sn 404835",212321,"WI",NA,NA,0,9.9956,2.14708358,0.656995,0.815865,NA,NA,NA
12699411,20200102,"Multiple (portable facilities)",55777,"Arlan Pope Construction - Sn 402988",212321,"WI",NA,NA,0,8.17815,1.22937,0.53754,0.66752,NA,NA,NA
12699711,20200102,"Multiple (portable facilities)",55777,"Johnson Sand and Gravel",212321,"WI",NA,NA,0,7.04235,1.417557783,0.462882,0.574815,NA,NA,NA
12700111,20200102,"Multiple (portable facilities)",55777,"Linck Aggregates Inc. Unit #2",212312,"WI",NA,NA,0,9.91675,1.46061799,0.651815,0.80943,NA,NA,NA
12700311,20200102,"Multiple (portable facilities)",55777,"Yahara Materials Plant #16",212312,"WI",NA,NA,0,8.73295,1.14759263,0.60305315,0.712805,NA,NA,NA
12700411,20200102,"Multiple (portable facilities)",55777,"Michels Materials, A Div Of Michels Corp-K652",212312,"WI",NA,NA,0,19.5729,1.474887468,1.2865,1.59759,NA,NA,NA
12700511,20200102,"Multiple (portable facilities)",55777,"Payne And Dolan-Pc 1",212312,"WI",NA,NA,0.0446817,19.27695,1.58313539,1.267045,1.573435,NA,NA,NA
12700611,20200102,"Multiple (portable facilities)",55777,"Payne And Dolan - Pc09",212312,"WI",NA,NA,0,10.7518,0.752373063,0.7067,0.87759,NA,NA,NA
12700711,20200102,"Multiple (portable facilities)",55777,"Paul Bugar Trucking, Inc. Unit #1",212391,"WI",NA,NA,0,5.436,0.7711633,0.089325,0.4437,NA,NA,NA
12700911,20200102,"Multiple (portable facilities)",55777,"Michels Materials, A Div Of Michels Corp-K683",212321,"WI",NA,NA,0,14.4966,1.126654686,0.95284,1.18325,NA,NA,NA
12701211,20200102,"Multiple (portable facilities)",55777,"Milestone Materials 85-192",212312,"WI",NA,NA,0,6.3525,0.64150303,0.417539,0.518505,NA,NA,NA
12701411,20200102,"Multiple (portable facilities)",55777,"Michels Materials, A Div Of Michels Corp-K658",212312,"WI",NA,NA,0,20.64685,1.593376626,1.357085,1.685245,NA,NA,NA
12702011,20200102,"Multiple (portable facilities)",55777,"Michels Materials K689",212312,"WI",NA,NA,0,12.3518,0.979341335,0.811865,1.008185,NA,NA,NA
12702111,20200102,"Multiple (portable facilities)",55777,"Duffek Sand & Gravel Inc",212319,"WI",NA,NA,0,9.4393,1.56225776,0.62043,0.77046,NA,NA,NA
12702311,20200102,"Multiple (portable facilities)",55777,"Duffek Sand & Gravel Inc",212319,"WI",NA,NA,0,8.22255,1.28726129,0.540455,0.671145,NA,NA,NA
12702411,20200102,"Multiple (portable facilities)",55777,"GENESEE AGGREGATE CORPORATION",212319,"WI",NA,NA,0,6.881695,0.59878619,0.452322,0.5616995,NA,NA,NA
12702511,20200102,"Multiple (portable facilities)",55777,"Michels Materials K694",212312,"WI",NA,NA,0,14.6144,1.136817714,0.96058,1.192865,NA,NA,NA
12702811,10100501,"Multiple (portable facilities)",55777,"Tri-County Paving",324121,"WI",NA,NA,0.142306,7.223745,0.831156,6.25538,0.191325805,NA,NA,NA
12702911,20200102,"Multiple (portable facilities)",55777,"County Materials Corporation",212313,"WI",NA,NA,0,6.46915,0.88565036,0.425207,0.52803,NA,NA,NA
12703211,20200102,"Multiple (portable facilities)",55777,"Pitlik And Wick, Inc. - Crusher #2",212321,"WI",NA,NA,0,5.115856,0.92993321,0.4054958,0.1032582,NA,NA,NA
12703311,20200102,"Multiple (portable facilities)",55777,"Gerke Excavating",212321,"WI",NA,NA,0,3.128115,0.94580176,0.2056065,0.2553245,NA,NA,NA
12704011,20200102,"Multiple (portable facilities)",55777,"Cretex Materials Inc",212312,"WI",NA,NA,0,24.8522,2.34676718,1.633495,2.0285,NA,NA,NA
12704111,20200102,"Multiple (portable facilities)",55777,"Milestone Materials 85-211",212312,"WI",NA,NA,0,15.54725,1.74340583,1.0219,1.269005,NA,NA,NA
12704211,20200102,"Multiple (portable facilities)",55777,"Milestone Materials 85-212",212312,"WI",NA,NA,0,18.98945,2.29521398,1.24815,1.549965,NA,NA,NA
12704611,20200401,"Multiple (portable facilities)",55777,"James Peterson Sons, Inc.",212312,"WI",NA,NA,0,5.427695,7.22613774,0.427524,0.14250825,NA,NA,NA
12712711,10200502,"Multiple (portable facilities)",55777,"Crane Creek Asphalt #60",324121,"WI",NA,NA,0.101851,13.93527,0.893298,0.748585,0.637363,NA,NA,NA
12712811,30190001,"Multiple (portable facilities)",55777,"Daanen & Janssen Inc",212312,"WI",NA,NA,0,0.83373,2.40351506,1.654956,2.05514,NA,NA,NA
12713111,10201302,"Multiple (portable facilities)",55777,"Murphy Concrete And Construction (Mcc)",237310,"WI",NA,NA,0,1.66266,0.0677600617,5.1455,0.2095955,NA,NA,NA
12713311,20200102,"Multiple (portable facilities)",55777,"A-1 Materials Inc.",21231,"WI",NA,NA,0,6.93635,0.99722086,0.455915,0.56616,NA,NA,NA
12713611,20200102,"Multiple (portable facilities)",55777,"Biehl Excavating, Inc.-Lippmann Crusher",212321,"WI",NA,NA,0,11.45185,1.48148523,0.75271,0.93473,NA,NA,NA
12713911,20200102,"Multiple (portable facilities)",55777,"Cemstone Readymix -96 Pioneer C53042-022",212321,"WI",NA,NA,0,7.12295,0.98009401,0.468182,0.581395,NA,NA,NA
12714311,30190001,"Multiple (portable facilities)",55777,"The Kraemer Company, Llc, Plant 6 #8454",212312,"WI",NA,NA,0,0.82713,1.31731942,0.8861425,1.1004275,NA,NA,NA
12714411,20200102,"Multiple (portable facilities)",55777,"Custom Ditching",21231,"WI",NA,NA,0,9.8129,0.836732371,0.644985,0.80095,NA,NA,NA
12714711,20100102,"Multiple (portable facilities)",55777,"Faulks Brothers Construction",212312,"WI",NA,NA,0,6.68535,0.00141205,0.4394195,0.545675,NA,NA,NA
12714911,20200102,"Multiple (portable facilities)",55777,"Frank Brothers Inc - 1990 Nordberg Crusher #6479",212312,"WI",NA,NA,0,1.36836,0.58908582,0.0899405,0.111689,NA,NA,NA
12715411,20200102,"Multiple (portable facilities)",55777,"Hausz Brothers - Crusher #C53886",212312,"WI",NA,NA,0,11.21355,1.4417851,0.73705,0.91528,NA,NA,NA
12715511,20200102,"Multiple (portable facilities)",55777,"Ivey Construction Inc.",212312,"WI",NA,NA,0,9.83735,0.72748782,0.646595,0.80295,NA,NA,NA
12715811,20200102,"Multiple (portable facilities)",55777,"Kowalski & Kieler Crusher Spread #1",212312,"WI",NA,NA,0,12.471675,1.01759203,0.8197455,1.017972,NA,NA,NA
12715911,20200102,"Multiple (portable facilities)",55777,"Duffek Sand And Gravel -Lippmann 2",212321,"WI",NA,NA,0,9.711415,1.6324293,0.638317,0.792671,NA,NA,NA
12716311,20200102,"Multiple (portable facilities)",55777,"B.R. Amon & Sons 1109",212321,"WI",NA,NA,0,11.03355,1.13525699,0.72522,0.90059,NA,NA,NA
12716511,30502001,"Multiple (portable facilities)",55777,"Meyer Material Co. - PC Serial # - 956-PRSCE-118",21232,"WI",NA,NA,0,0,0.203796124,0,0,NA,NA,NA
12716611,20200102,"Multiple (portable facilities)",55777,"Mckeefry & Sons, Inc.",212312,"WI",NA,NA,0,8.70875,0.79551588,0.572415,0.71083,NA,NA,NA
