"eis","SCC","County","FIPS","Name","NAICS","State","Lat","Long","NH3","NOx","PM25","SO2","VOC","eff_height","ap3.assignment","easiur.assignment"
12879511,30501699,"Multiple (portable facilities)",8777,"PETE LIEN & SONS INC (PORT PIONEER JAW)",212312,"CO",NA,NA,0,0,0.024,0,0,0,"Low","Area"
12880111,20200102,"Multiple (portable facilities)",8777,"CASTLE ROCK CONSTRUCTION",212321,"CO",NA,NA,0,4.69,2.23176,0.312,0.321,0,"Low","Area"
12880211,30502501,"Multiple (portable facilities)",8777,"ROCKY MOUNTAIN MATERIALS & ASPHALT INC",212321,"CO",NA,NA,0,0,0.248235,0,0,NA,NA,NA
12880311,30501107,"Multiple (portable facilities)",8777,"ELAM CONST PORTABLE LIME SILO",327320,"CO",NA,NA,0,0,2e-06,0,0,NA,NA,NA
12880411,30103099,"Multiple (portable facilities)",8777,"BLICKS PHOSPHATE CONVERSIONS, LLC",325312,"CO",NA,NA,0,0,0.220588,0,0,0,"Low","Area"
12880611,30502001,"Multiple (portable facilities)",8777,"ALLIED DEMOLITION INC",327320,"CO",NA,NA,0,0,0.02663,0,0,0,"Low","Area"
12880711,30502006,"Multiple (portable facilities)",8777,"ASPHALT PAVING COMPANY (PORT GENCOR ABP)",324121,"CO",NA,NA,0,0,0.03528,0,0,0,"Low","Area"
12881311,20200102,"Multiple (portable facilities)",8777,"ASPHALT PAVING CO - PORTABLE CRUSHER",324121,"CO",NA,NA,0,0.709863,0.109614,0.011642,0.08085,NA,NA,NA
12881411,30501101,"Multiple (portable facilities)",8777,"UNITED COMPANIES OF MESA COUNTY (PORT CO",327320,"CO",NA,NA,0,0,0.319603,0,0,NA,NA,NA
12882411,30103099,"Multiple (portable facilities)",8777,"MEARS FERTILIZER, INC. - UNIT 1",325314,"CO",NA,NA,0,0,0.458824,0,0,0,"Low","Area"
12882611,30700899,"Multiple (portable facilities)",8777,"RENEWABLE FIBERS INC",321999,"CO",NA,NA,0,0,1.53824,0,0,NA,NA,NA
12882711,20200102,"Multiple (portable facilities)",8777,"ASPHALT PAVING (CRUSHERS/SCREENS/DIESEL)",212321,"CO",NA,NA,0,11.725,0.800696,0.78,0.8025,0,"Low","Area"
12882911,30502001,"Multiple (portable facilities)",8777,"CASTLE CONCRETE CO PERMIT GRAND 89EP138",212312,"CO",NA,NA,0,0,0.075196,0,0,0,"Low","Area"
12883211,30502002,"Multiple (portable facilities)",8777,"CASTLE CONCRETE CO PERMIT 89EP289P 3",212312,"CO",NA,NA,0,0,0.037714,0,0,NA,NA,NA
12883611,30501101,"Multiple (portable facilities)",8777,"INTERSTATE HWY CONSTRUCTION",327320,"CO",NA,NA,0,0,0.306912,0,0,NA,NA,NA
12884011,30502001,"Multiple (portable facilities)",8777,"ROUTT COUNTY ROAD & BRIDGE DEPT",212321,"CO",NA,NA,0,0,0.000645,0,0,NA,NA,NA
12884111,30501101,"Multiple (portable facilities)",8777,"PETE LIEN & SONS INC PLT NO 2",327320,"CO",NA,NA,0,0,0.312934,0,0,0,"Low","Area"
12884211,30502510,"Multiple (portable facilities)",8777,"BENSON BROTHERS AGGREGATES",212321,"CO",NA,NA,0,0,0.108291,0,0,NA,NA,NA
12884311,30502001,"Multiple (portable facilities)",8777,"VARRA COMPANIES INC (EL JAY CONE)",212321,"CO",NA,NA,0,0,0.01215,0,0,0,"Low","Area"
12884611,30900202,"Multiple (portable facilities)",8777,"ZARCO EQUIPMENT INC",332813,"CO",NA,NA,0,0,0.361765,0,0,NA,NA,NA
12884711,40200101,"Multiple (portable facilities)",8777,"ZARCO EQUIPMENT INC",332812,"CO",NA,NA,0,0,0,0,2.252351,0,"Low","Area"
12884811,30203099,"Multiple (portable facilities)",8777,"POOLE CHEMICAL CO",325312,"CO",NA,NA,0,0,0.123529,0,0,NA,NA,NA
12884911,30500208,"Multiple (portable facilities)",8777,"ALL-RITE PAVING &  REDI-MIX",324121,"CO",NA,NA,0,0.30954,0.006113,0.326308,0.180032,0,"Low","Area"
12885011,20200202,"Multiple (portable facilities)",8777,"THOMPSON COATING",238190,"CO",NA,NA,0,1.661,0.125,0.109175,0.120725,0,"Low","Area"
12885411,20200102,"Multiple (portable facilities)",8777,"HAYS BROTHERS PAINTING SVC INC",238320,"CO",NA,NA,0,1.8291,0.1248,0.12168,0.12519,NA,NA,NA
12885511,30502510,"Multiple (portable facilities)",8777,"DON KEHN CONST INC",212321,"CO",NA,NA,0,0,0.434456,0,0,NA,NA,NA
12885611,20200101,"Multiple (portable facilities)",8777,"HEYS BROTHERS PAINTING SERVICES INC",238320,"CO",NA,NA,0,0.2712,0.018,0.0056,3.69908,NA,NA,NA
12885911,30502511,"Multiple (portable facilities)",8777,"ROCKY MOUNTAIN MATERIALS & ASPHALT INC",212321,"CO",NA,NA,0,0,0.000247,0,0,NA,NA,NA
12886211,30500205,"Multiple (portable facilities)",8777,"OLDCASTLE SW GROUP -PORTABLE HMA PLANT",324121,"CO",NA,NA,0,3.42,0.841407,1.71,1.71,0,"Low","Area"
12886311,30502002,"Multiple (portable facilities)",8777,"VARRA COMPANIES INC",212321,"CO",NA,NA,0,0,0.002817,0,0,0,"Low","Area"
12886411,30502512,"Multiple (portable facilities)",8777,"ROCKY MOUNTAIN MATERIALS & ASPHALT INC",212321,"CO",NA,NA,0,0,0.025412,0,0,NA,NA,NA
12886511,30502511,"Multiple (portable facilities)",8777,"MARTIN MARIETTA MTRLS - SCREEN 34AO594",212321,"CO",NA,NA,0,0,0.040147,0,0,NA,NA,NA
12886711,30502015,"Multiple (portable facilities)",8777,"IDARADO MINING COMPANY",212299,"CO",NA,NA,0,0,1.23529,0,0,NA,NA,NA
12886811,30500205,"Multiple (portable facilities)",8777,"ASPHALT CONSTRUCTORS, INC. - PORT HMAP",324121,"CO",NA,NA,0,1.655,0.54239,0.57225,0.77885,0,"Low","Area"
12887111,30502001,"Multiple (portable facilities)",8777,"WHITEWATER BUILDING MATERIALS (PORT)",444190,"CO",NA,NA,0,0,0.032184,0,0,NA,NA,NA
12887411,20200102,"Multiple (portable facilities)",8777,"MCSTONE AGGREGATES, LLC. - #25-5",212321,"CO",NA,NA,0,1.77,0.007688,1e-04,0.35,NA,NA,NA
12887511,30502511,"Multiple (portable facilities)",8777,"KAGAN & SON LLC",327320,"CO",NA,NA,0,0,0.063,0,0,0,"Low","Area"
12887611,20200102,"Multiple (portable facilities)",8777,"CONNELL RESOURCES, INC",212321,"CO",NA,NA,0,1.87734,0.131967,0.123453,0.148995,NA,NA,NA
12887711,30501101,"Multiple (portable facilities)",8777,"INTERSTATE HIGHWAY CONSTRUCTION INC",237310,"CO",NA,NA,0,0,0.342941,0,0,NA,NA,NA
12888311,30502510,"Multiple (portable facilities)",8777,"EDWARD C LEVY DBA SCHMIDT CONSTRUCTION",212321,"CO",NA,NA,0,0,0.091247,0,0,NA,NA,NA
12888411,30502002,"Multiple (portable facilities)",8777,"EDWARD C LEVY DBA SCHMIDT CONSTRUCTION",212321,"CO",NA,NA,0,0,0.013688,0,0,NA,NA,NA
12889311,30502002,"Multiple (portable facilities)",8777,"CONNELL RESOURCES INC",212321,"CO",NA,NA,0,0,0.01218,0,0,NA,NA,NA
12889411,20200102,"Multiple (portable facilities)",8777,"CONNELL RESOURCES INC",237310,"CO",NA,NA,0,1.32106,0.068384,0.068811,0.116564,0,"Low","Area"
12889511,20200102,"Multiple (portable facilities)",8777,"CONNELL RESOURCES INC",237310,"CO",NA,NA,0,0.6965,0.36,0.351,0.0597,NA,NA,NA
12889711,20200102,"Multiple (portable facilities)",8777,"SOUTHWAY CONSTRUCTION CO (CRUSHER #6)",212321,"CO",NA,NA,0,13.8103,0.662803,0.007,0.4057,NA,NA,NA
12890011,20200102,"Multiple (portable facilities)",8777,"SOUTHWAY CONSTRUCTION CO INC",212321,"CO",NA,NA,0,16.2509,0.522456,0.256459,0.415914,NA,NA,NA
12890111,20200401,"Multiple (portable facilities)",8777,"SOUTHWAY CONSTRUCTION CO (CRUSHER #5)",212321,"CO",NA,NA,0,13.66,0.982198,0.23,0.37,0,"Low","Area"
12890511,30502501,"Multiple (portable facilities)",8777,"BLACK CANYON AGGREGATE, INC",212321,"CO",NA,NA,0,0,0.25,0,0,NA,NA,NA
12890611,30502501,"Multiple (portable facilities)",8777,"LEADVILLE RESEARCH & DEVELOPMENT CORP",212319,"CO",NA,NA,0,0,0.352941,0,0,NA,NA,NA
12890711,20200102,"Multiple (portable facilities)",8777,"BUCKLEN EQUIPMENT COMPANY, INC.",212321,"CO",NA,NA,0,1.7822,0.142777,0.11856,0.12198,0,"Low","Area"
12891211,30502001,"Multiple (portable facilities)",8777,"ASPHALT CONSTRUCTORS INC",324121,"CO",NA,NA,0,0,0.000491,0,0,NA,NA,NA
12891311,20200102,"Multiple (portable facilities)",8777,"WEBER SAND & GRAVEL",212321,"CO",NA,NA,0,0.002739,0.008526,0.019375,0.019934,NA,NA,NA
12891611,30502003,"Multiple (portable facilities)",8777,"ROUTT COUNTY ROAD & BRIDGE DEPARTMENT",212321,"CO",NA,NA,0,0,0.045123,0,0,NA,NA,NA
12892111,30501609,"Multiple (portable facilities)",8777,"PETE LIEN AND SONS INC",327410,"CO",NA,NA,0,0,1.02831,0,0,0,"Low","Area"
12892211,30502002,"Multiple (portable facilities)",8777,"MARTIN MARIETTA MTRLS - CRUSHER 28F0595",212321,"CO",NA,NA,0,0,0.005186,0,0,NA,NA,NA
12892311,30502002,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WCR, INC.",212321,"CO",NA,NA,0,0,0.00875,0,0,NA,NA,NA
12892611,20200104,"Multiple (portable facilities)",8777,"GRAND JUNCTION CONCRETE PIPE CO",212321,"CO",NA,NA,0,48.384,5.365822,4.2066,3.373164,0,"Low","Area"
12892711,30500205,"Multiple (portable facilities)",8777,"RYCO EQUIPMENT LEASING R L L P",324121,"CO",NA,NA,0,1.70955,0.164544,0.820584,1.57279,0,"Low","Area"
12893311,30501101,"Multiple (portable facilities)",8777,"MOUNTAIN PARK CONCRETE INC",327320,"CO",NA,NA,0,0,0.169316,0,0,NA,NA,NA
12893411,30500205,"Multiple (portable facilities)",8777,"FISHER SAND AND GRAVEL",324121,"CO",NA,NA,0,5.5,1.052344,1.1,4.06,NA,NA,NA
12893511,20200102,"Multiple (portable facilities)",8777,"GEARS INC (PORT ARAN PUGMILL)",212321,"CO",NA,NA,0,5.3e-05,0.044943,0.00221,0.004199,0,"Low","Area"
12893611,30500205,"Multiple (portable facilities)",8777,"DELTA COUNTY",324121,"CO",NA,NA,0,0.952875,0.091714,0.35574,0.876645,0,"Low","Area"
12893711,30500205,"Multiple (portable facilities)",8777,"STROHECKER ASPHALT & PAVING, INC",324121,"CO",NA,NA,0,0.70378,0.184443,0.140756,0.409472,0,"Low","Area"
12893811,20200401,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES-WCR,INC-PORT GENSET",212321,"CO",NA,NA,0,21.3,0.635662,1.2,5.6525,0,"Low","Area"
12893911,20200201,"Multiple (portable facilities)",8777,"DELTA COUNTY",324121,"CO",NA,NA,0,1.6,0.05,0.9,0.05,NA,NA,NA
12894011,20200102,"Multiple (portable facilities)",8777,"ASPHALT PAVING CO. (NORDBERG CRUSHER)",324121,"CO",NA,NA,0,3.66454,0.361169,0.063425,0.414023,NA,NA,NA
12894111,30500205,"Multiple (portable facilities)",8777,"COLO DEPT OF TRANSPORTATION #5010",324121,"CO",NA,NA,0,1.46819,0.149244,0.27765,0.348583,0,"Low","Area"
12894311,30502511,"Multiple (portable facilities)",8777,"NORTHERN COLORADO CONSTR - SCREEN 91693",324121,"CO",NA,NA,0,0,0.004412,0,0,NA,NA,NA
12894411,30502011,"Multiple (portable facilities)",8777,"ASPHALT PAVING CO.",324121,"CO",NA,NA,0,0,0,0,0,NA,NA,NA
12894711,30502002,"Multiple (portable facilities)",8777,"NORTHERN COLORADO CONSTR - SCREEN 1740",212321,"CO",NA,NA,0,0,0.000442,0,0,NA,NA,NA
