"eis","SCC","County","FIPS","Name","NAICS","State","Lat","Long","NH3","NOx","PM25","SO2","VOC","eff_height","ap3.assignment","easiur.assignment"
6053911,10200502,"Multiple (portable facilities)",55777,"NORTHEAST ASPHALT - #57",32412,"WI",NA,NA,0.0058355,2.49034,0.67104336,5.88147,0.0252825,NA,NA,NA
6673111,30502508,"Multiple (portable facilities)",32777,"MODERN CONCRETE",212321,"NV",NA,NA,0,0,0.0901922658,0,0,0,"Low","Area"
6738811,30502503,"Multiple (portable facilities)",32777,"RANSTROM MINING AND CONSTRUCTION",212321,"NV",NA,NA,0,0,0.0659958922,0,0,NA,NA,NA
6739811,30502001,"Multiple (portable facilities)",32777,"REESS ENTERPRISE",212321,"NV",NA,NA,0,0,0.0213261214,0,0,NA,NA,NA
6845511,30500208,"Multiple (portable facilities)",32777,"A & K EARTH MOVERS INC",212321,"NV",NA,NA,0,1.12027,0.31392639765934,0.224054,0.9807433,NA,NA,NA
7405111,30600904,"",35777,"Wingate Fractionation Plant",211112,"NM",35.53633,-108.63963,0,1.04,0.00959647,0.05,2.01,NA,NA,NA
8263211,10300603,"",27777,"Fond du Lac District 1",92115,"MN",46.51212,-92.40478,0,0.296741,0.045105,0.003561,0.032641,NA,NA,NA
8263311,2275050012,"",27777,"Cloquet Carlton County Airport",488119,"MN",46.4212,-92.3009,0,0.491156,0.10249902,0.0983956,0.928139,NA,NA,NA
8263511,20200201,"",27777,"Deer River Compressor Station 4 (Cs) Facility",2212,"MN",47.44689,-93.87724,0,396.91,7.18,0,18.35,NA,NA,NA
8271611,31000203,"",16777,"Pocatello Compressor Station",486210,"ID",42.817764,-112.699755,0,1043.01,10.46585,1.86,24.73,NA,NA,NA
8274211,2275060012,"",30777,"Poplar City Airport",4811,"MT",48.11999,-105.18,0,0.4117286,0.0634439,0.08301646,0.62437218,NA,NA,NA
8274311,2268008005,"",30777,"Wolf Point Airport",4811,"MT",48.09,-105.58,0,0.66330188,0.0599813345,0.1168320362,1.266739692,NA,NA,NA
8274511,20200201,"",27777,"Cloquet Compressor Station No  5",221210,"MN",46.785703,-92.702596,0,495.5,7.6,3.9,2.4,NA,NA,NA
8274611,10300603,"",27777,"Black Bear Casino",721120,"MN",46.3957,-92.2841,0,4.999024,0.438122,0.267471,0.440415,NA,NA,NA
8274711,10300603,"",27777,"U of M Cloquet Forestry Center",611310,"MN",46.42177,-92.31315,0,0.061915,0.009411,0.000743,0.006811,NA,NA,NA
8839111,30501010,"",4777,"Peabody Western Coal Company - Black Mesa Complex",212111,"AZ",36.525952,-110.430744,0,0,324.96525402161,0,8.803555,0,"Low","Area"
8839211,20200201,"",4777,"El Paso Natural Gas Navajo Compressor Station",486210,"AZ",35.55511,-109.72765,5.3623179,445.30408,1.9079965,2.9182169,1.8024249,0,"Low","Area"
8839311,20200252,"",4777,"El Paso Natural Gas Leupp Compressor Station",486210,"AZ",35.305728,-111.094531,2.8018763067,2216.11719193,27.2969134694,2.01257839495,75.37412077,0,"Low","Area"
8839411,20200253,"",4777,"El Paso Natural Gas Dilkon Compressor Station",486210,"AZ",35.394901,-110.330627,3.8080296,23.453559,4.7738477,2.072439518,1.28871228,0,"Low","Area"
8839611,20200253,"",4777,"Transwestern Pipeline Co. Compressor Station No. 4 - Klagetoh",486210,"AZ",35.565744,-109.393423,0.1928793,646.48713,16.374086084,0.1728646,26.65565275,0,"Low","Area"
8839711,20200252,"",4777,"Transwestern Pipeline Co. Leupp Compressor Station #3",486210,"AZ",35.30422,-110.84838,4.48537,221.532,6.021523,2.44334181,4.16032,0,"Low","Area"
8839911,20200252,"",35777,"El Paso Natural Gas Window Rock Compressor Station",221210,"NM",35.6159,-109.12496,0.98259537,1979.22948,34.263596,0.74828153,88.218309,0,"Low","Area"
8840011,30600105,"",49777,"Resolute Natural Resources Company - Aneth Unit",211111,"UT",37.29836,-109.26358,0,8.9097741,8.8648468,3.80752184,123.784746,0,"Low","Area"
8840411,10200902,"",53777,"Colville Indian Plywood and Veneer (CIPV)",321212,"WA",48.398422,-119.509886,0,73.7254,64.24728177436,8.41747,36.308238,NA,NA,NA
8840511,10200902,"",53777,"Colville Indian Precision Pine (CIPP)",321113,"WA",48.433932,-119.466456,0,60.337956,61.610817181,2.9454608,36.2375118,NA,NA,NA
9273511,30300809,"Multiple (portable facilities)",39777,"Stein Inc. (0247080619)",331111,"OH",NA,NA,0,0,0.9498332,0,2.8e-06,NA,NA,NA
9298811,50300601,"Multiple (portable facilities)",39777,"Bond Road Landfill (1431473443)",562212,"OH",NA,NA,0.82,0,0.3941055816,0,0.54,NA,NA,NA
9375211,30502006,"Multiple (portable facilities)",32777,"WES CONSTRUCTION COMPANY INC",212321,"NV",NA,NA,0,0,0.0020373673,0,0,NA,NA,NA
9410311,2275050012,"",31777,"Pender Muni",48811,"NE",42.11389,-96.72893,0,0.0885752,0.01919427,0.01803924,0.1673098,NA,NA,NA
9436311,30502001,"Multiple (portable facilities)",32777,"DESERT ENGINEERING",212321,"NV",NA,NA,0,0,0,0,0,NA,NA,NA
9440011,30502002,"Multiple (portable facilities)",32777,"GOOD INC.",212321,"NV",NA,NA,0,0,0,0,0,NA,NA,NA
9444011,30502001,"Multiple (portable facilities)",32777,"FNF CONSTRUCTION INC",212321,"NV",NA,NA,0,0,0,0,0,NA,NA,NA
9773011,30500205,"Multiple (portable facilities)",12777,"C.W. ROBERTS CONTRACTING INC.",324121,"FL",NA,NA,0,5.034706,0.10385814,4.917433,2.731044,0,"Low","Area"
9786411,30500201,"Multiple (portable facilities)",12777,"ANDERSON COLUMBIA CO. INC.",324121,"FL",NA,NA,0,11.28123,0.12001921,3.53634,5.886854,0,"Low","Area"
9791611,39000501,"Multiple (portable facilities)",12777,"WEEKLEY ASPHALT PAVING INC.",324121,"FL",NA,NA,0,5.5,0.201494,1.1,3.2,0,"Low","Area"
9802711,30590002,"Multiple (portable facilities)",12777,"ANDERSON COLUMBIA CO INC  #6",324121,"FL",NA,NA,0,2.50162,0.0207819,1.976324,0.675176,0,"Low","Area"
9806411,30500205,"Multiple (portable facilities)",12777,"RANGER CONSTRUCTION INDUSTRIES INC.",324121,"FL",NA,NA,0,7.98116,0.067593762,0.580448,4.64358,0,"Low","Area"
9806511,20200102,"Multiple (portable facilities)",12777,"THE LANE CONSTRUCTION CORPORATION",324121,"FL",NA,NA,0,0.520752,0.0648441,0.034245,0.042512,NA,NA,NA
9807811,30500263,"Multiple (portable facilities)",12777,"GROUP III ASPHALT INC",324121,"FL",NA,NA,0,0.238093,0.185712,2.76187,1.52379,0,"Low","Area"
9811311,2275060011,"",21777,"Animas Air Park",48811,"KY",37.20389,-107.86861,0,0.31639658917,0.066406756135,0.064384563931,0.583693357613,NA,NA,NA
10664711,10200902,"",16777,"Blue North Forest Products",321,"ID",46.243561,-116.035114,0,38.88,71.747501,2.16,49.37,0,"Low","Area"
10664811,10200912,"",16777,"Empire Lumber Company",321,"ID",46.22481,-116.01736,0,11.64,10.9214675,1.32,28.913,0,"Low","Area"
10664911,10200902,"",16777,"Clearwater Forest Industries",321113,"ID",46.12214,-115.97751,0,11.4,18.213435,1.3,30.18,NA,NA,NA
10666911,40600163,"",30777,"Cheyenne Depot Lame Deer",447110,"MT",45.620858,-106.664315,0,0,0,0,0.6028,NA,NA,NA
10686411,30502003,"Multiple (portable facilities)",21777,"Vulcan Construction Materials LP - Lake City Finishing Portable",212312,"KY",NA,NA,0,0,0.436282375782,0,0,NA,NA,NA
10690311,30502099,"Multiple (portable facilities)",21777,"Hanson Aggregates Midwest LLC - Portable Crusher #2",212312,"KY",NA,NA,0,0,0.005252124,0,0,NA,NA,NA
10690711,30500258,"Multiple (portable facilities)",21777,"Hinkle Contracting Co LLC - Beattyville Portable Asphalt Plant",212399,"KY",NA,NA,0,0.58058,0.1453825,0.612248,0.337792,NA,NA,NA
10717811,20200102,"Multiple (portable facilities)",12777,"JOHN C. HIPP CONSTRUCTION EQUIPMENT CO.",324121,"FL",NA,NA,0,1.027676,0.14409116,0.129193,1.172994,0,"Low","Area"
10718011,30500205,"Multiple (portable facilities)",12777,"THE LANE CONSTRUCTION CORPORATION",324121,"FL",NA,NA,0,7.59123,0.2179709,7.694005,4.165375,0,"Low","Area"
10718411,30500208,"Multiple (portable facilities)",12777,"BETTER ROADS INC.",324121,"FL",NA,NA,0,5.215075,0.4846488,5.663655,2.634513,0,"Low","Area"
10751611,40600307,"",53777,"Makah Fuel",4471,"WA",48.366389,-124.616111,0,0,0,0,1.4885,NA,NA,NA
10751711,10300502,"",53777,"MTC Boiler",921150,"WA",48.34806,-124.66611,0,0.78,0.0294463,1.3845,0.01105,NA,NA,NA
11140311,2275050011,"",30777,"ST LABRE MISSION",48811,"MT",45.6,-106.2672,0,0.031787735,0.005306509,0.0064925928,0.050475426,NA,NA,NA
11446411,2275050011,"",49777,"BONANZA POWER PLANT",48811,"UT",40.0822,-109.2915,0,0.01623888,0.002169357,0.003569115,0.02843344,NA,NA,NA
12014511,2275050012,"",21777,"ANIMAS AIR PARK HELIPORT",48811,"KY",37.2031,-107.8678,0,0.01623888,0.002169357,0.003569115,0.02843344,NA,NA,NA
12575611,30200562,"",31777,"Lorensen Lumber & Grain",4233,"NE",42.11393,-96.70337,0,0,0.13321181,0,0,NA,NA,NA
12575711,30200552,"",31777,"Central Valley Ag Elevator",493130,"NE",42.1486,-96.484583,0,0,0.0941288,0,0,NA,NA,NA
12578711,30200552,"",31777,"Pender Grain Elevator",493130,"NE",42.11393,-96.70337,0,0,0.0759864,0,0,NA,NA,NA
12675611,10300603,"",27777,"Human Services",92119,"MN",46.4247,-92.2926,0,0.083028,0.01262,0.000996,0.009133,NA,NA,NA
12675711,10301002,"",27777,"Fond du Lac District 2",92119,"MN",46.4057,-92.3759,0,0.118116,0.00636,0.000481,0.009086,NA,NA,NA
12675811,10301002,"",27777,"Fond du Lac District 3",92119,"MN",46.4626,-92.3225,0,0.087626,0.004718,0.000364,0.00674,NA,NA,NA
12696311,20200102,"Multiple (portable facilities)",55777,"Northwestern Stone LLC Plant 2",21231,"WI",NA,NA,0,1.59443,0.04078875,0.1047995,0.1301415,NA,NA,NA
12696411,30500207,"Multiple (portable facilities)",55777,"Northeast Asphalt #67",32412,"WI",NA,NA,0,3.018635,0.5834952,4.355385,0.0352695,NA,NA,NA
12696511,20200102,"Multiple (portable facilities)",55777,"Yahara Materials-Plant #12",21231,"WI",NA,NA,0,8.7713,0.3957898,0.576525,0.715935,NA,NA,NA
12696611,20200102,"Multiple (portable facilities)",55777,"Michels Materials a Div of Michels Corp-K627",21231,"WI",NA,NA,0,0.094828,0.0526872,0.006233,0.00774,NA,NA,NA
12696711,30502002,"Multiple (portable facilities)",55777,"WISSOTA SAND & GRAVEL CO. - SCENIC RD",212321,"WI",NA,NA,0,0,0.3687199,0,0,NA,NA,NA
12696811,20200102,"Multiple (portable facilities)",55777,"St Joseph Construction Company",21231,"WI",NA,NA,0,2.57002,0.05106345,0.1689235,0.2097715,NA,NA,NA
12696911,10200502,"Multiple (portable facilities)",55777,"Mathy Construction Co #4",324121,"WI",NA,NA,0.0354436,3.38635,0.109043,1.402623,0.21524225,NA,NA,NA
12697011,20200102,"Multiple (portable facilities)",55777,"BOON CONSTRUCTION - NEW PLANT 2",21232,"WI",NA,NA,0,22.90155,0.33528925,1.505285,1.869285,NA,NA,NA
12697111,20200102,"Multiple (portable facilities)",55777,"Milestone Materials 85-106",21231,"WI",NA,NA,0,5.67275,0.1340432,0.3728625,0.4630255,NA,NA,NA
12697211,20100102,"Multiple (portable facilities)",55777,"MCC Inc.",21231,"WI",NA,NA,17.458,7.5319,0.2623371,0.495059,0.61477,NA,NA,NA
12697311,20200102,"Multiple (portable facilities)",55777,"Kopplin and Kinas Co. Inc.",21231,"WI",NA,NA,0,4.257595,0.19398715,0.2798455,0.3475155,NA,NA,NA
12697411,20200102,"Multiple (portable facilities)",55777,"Payne and Dolan #35",324121,"WI",NA,NA,0,5.569995,0.05215143,2.690028,0.3076245,NA,NA,NA
12697511,10200502,"Multiple (portable facilities)",55777,"Mathy Construction Co #86",324121,"WI",NA,NA,0.165894,4.14735,0.570653,6.4803,0.0522565,NA,NA,NA
12697611,10200502,"Multiple (portable facilities)",55777,"Monarch Paving Plant #87",32412,"WI",NA,NA,0.155749,3.89372,0.618422,6.3242,0.049061,NA,NA,NA
12697711,39000599,"Multiple (portable facilities)",55777,"Johnson Aggregates LLC",21232,"WI",NA,NA,0,0.25,0.332247,0.49625,0.61625,NA,NA,NA
12697811,20200102,"Multiple (portable facilities)",55777,"Haas Sons Inc.",21231,"WI",NA,NA,0,10.9324,0.4360277,0.71857,0.89233,NA,NA,NA
12697911,20200102,"Multiple (portable facilities)",55777,"BOON CONSTRUCTION - NEW PLANT 1",21232,"WI",NA,NA,0,21.48245,0.332411,1.41201,1.75345,NA,NA,NA
12698011,20200102,"Multiple (portable facilities)",55777,"Prairie Sand and Gravel",21231,"WI",NA,NA,0,2.52653,0.1142111,0.166065,0.206222,NA,NA,NA
12698111,20200102,"Multiple (portable facilities)",55777,"Milestone Materials 85-120",21231,"WI",NA,NA,0,7.55485,0.2022486,0.4965675,0.616645,NA,NA,NA
12698211,10200502,"Multiple (portable facilities)",55777,"MONARCH PAVING #75",32412,"WI",NA,NA,0.1448885,13.90831,0.6510605,6.59389,0.88522,NA,NA,NA
12698311,20300101,"Multiple (portable facilities)",55777,"CEDAR LAKE SAND AND GRAVEL CO INC",21231,"WI",NA,NA,0.008022,3.46092,0.1351802,0.227481,0.282489,NA,NA,NA
12698411,20200102,"Multiple (portable facilities)",55777,"CEDAR LAKE SAND AND GRAVEL CO INC",21231,"WI",NA,NA,0,3.96345,0.24333455,0.2605115,0.3235065,NA,NA,NA
12698511,20200102,"Multiple (portable facilities)",55777,"DUFFEK SAND AND GRAVEL",212312,"WI",NA,NA,0,12.7006,0.33961505,0.83479,1.036655,NA,NA,NA
12698611,30500206,"Multiple (portable facilities)",55777,"ROCK ROAD OF WISCONSIN-GENCOR MODEL 400",32412,"WI",NA,NA,0,1.5049525,0.0551468893,2.136705,0.1570621,NA,NA,NA
12698711,10201302,"Multiple (portable facilities)",55777,"PITLIK and WICK INC",32412,"WI",NA,NA,0,1.11647,0.0588656295,1.560095,0.1667485,NA,NA,NA
12698811,20200102,"Multiple (portable facilities)",55777,"R.G. Huston Company Inc.",212312,"WI",NA,NA,0,9.5878,0.6712741,0.63019,0.78258,NA,NA,NA
12698911,20200102,"Multiple (portable facilities)",55777,"Hammersley Stone",212321,"WI",NA,NA,0,0.3624,0.022525,0.02382,0.02958,NA,NA,NA
12699011,20200102,"Multiple (portable facilities)",55777,"Door County Highway Department",21231,"WI",NA,NA,0,3.99365,0.07784564,0.2624965,0.3259715,NA,NA,NA
12699111,20200102,"Multiple (portable facilities)",55777,"Olynick Crusher",21232,"WI",NA,NA,0,12.4913,0.54045405,0.821035,1.019575,NA,NA,NA
12699211,20200102,"Multiple (portable facilities)",55777,"Iron River Sand and Gravel",212321,"WI",NA,NA,0,16.761,0.32953565,1.101675,1.368075,NA,NA,NA
12699311,20200102,"Multiple (portable facilities)",55777,"Arlan Pope Construction - SN 404835",21232,"WI",NA,NA,0,8.427,0.530722,0.553895,0.687835,NA,NA,NA
12699411,20200102,"Multiple (portable facilities)",55777,"Arlan Pope Construction - SN 402988",21232,"WI",NA,NA,0,7.8949,0.2867389,0.51892,0.6444,NA,NA,NA
12699511,20200102,"Multiple (portable facilities)",55777,"Northwestern Stone LLC-Plant #4",212312,"WI",NA,NA,0.002533,1.092855,0.0282169,0.071832,0.0892015,NA,NA,NA
12699611,10200502,"Multiple (portable facilities)",55777,"Northeast Asphalt Inc Control 64",324121,"WI",NA,NA,0.005291,2.153736,0.22540705,3.391965,0.021273,NA,NA,NA
12699711,20200102,"Multiple (portable facilities)",55777,"Johnson Sand and Gravel",212321,"WI",NA,NA,0,6.8246,0.31390455,0.4485705,0.55704,NA,NA,NA
12699811,20200102,"Multiple (portable facilities)",55777,"R C Pavers LLC",32412,"WI",NA,NA,0,1.087524,0.20980975,0.048314,0.078548,NA,NA,NA
12699911,20200102,"Multiple (portable facilities)",55777,"RLRB Enterprises Inc",212312,"WI",NA,NA,0.004541,1.959075,0.1672345,0.128767,0.1599045,NA,NA,NA
12700011,20200102,"Multiple (portable facilities)",55777,"Speedway Sand and Gravel",212312,"WI",NA,NA,0,0.5889,0.0094565,0.0387075,0.0480675,NA,NA,NA
12700111,20200102,"Multiple (portable facilities)",55777,"Linck Aggregates Inc. Unit #2",212312,"WI",NA,NA,0,9.29775,0.3569576,0.611125,0.758905,NA,NA,NA
12700211,20200102,"Multiple (portable facilities)",55777,"Linck Aggregates Unit #3",212312,"WI",NA,NA,0,1.376065,0.0666972,0.0904465,0.1123175,NA,NA,NA
12700311,20200102,"Multiple (portable facilities)",55777,"YAHARA MATERIALS PLANT #16",21231,"WI",NA,NA,0,6.77295,0.30817995,0.445176,0.552825,NA,NA,NA
12700411,20200102,"Multiple (portable facilities)",55777,"Michels Materials a Div of Michels Corp-K652",21231,"WI",NA,NA,0,1.210415,0.0664607,0.079559,0.098797,NA,NA,NA
12700511,20200102,"Multiple (portable facilities)",55777,"Payne and Dolan-PC 1",212312,"WI",NA,NA,0.031913,13.7682,0.1588209,0.90496,1.123795,NA,NA,NA
12700611,20200102,"Multiple (portable facilities)",55777,"Payne and Dolan - PC09",212312,"WI",NA,NA,0,12.4306,0.00605835,0.817045,1.01462,NA,NA,NA
12700711,20200102,"Multiple (portable facilities)",55777,"Paul Bugar Trucking Inc. Unit #1",21239,"WI",NA,NA,0,9.664,0.2352,0.6352,0.7888,NA,NA,NA
12700811,20200102,"Multiple (portable facilities)",55777,"Opelt Sand and Gravel",21231,"WI",NA,NA,0,7.8218,0.1315216,0.514115,0.638435,NA,NA,NA
12700911,20200102,"Multiple (portable facilities)",55777,"Michels Materials a Div of Michels Corp-K683",21232,"WI",NA,NA,0,1.373495,0.07494895,0.090278,0.112108,NA,NA,NA
12701011,20200102,"Multiple (portable facilities)",55777,"Homburg Contractors Inc",212312,"WI",NA,NA,0,1.3288,0.028925,0.08734,0.10846,NA,NA,NA
12701111,20200102,"Multiple (portable facilities)",55777,"Dunn County High Department",212312,"WI",NA,NA,0,0.944355,0.0270022,0.062071,0.0770805,NA,NA,NA
12701211,20200102,"Multiple (portable facilities)",55777,"Milestone Materials 85-192",212312,"WI",NA,NA,0,0.849645,0.06225835,0.055846,0.0693505,NA,NA,NA
12701311,20200102,"Multiple (portable facilities)",55777,"Hoover Construction Company",212313,"WI",NA,NA,0,1.44054,0.0202866,0.0946845,0.1175805,NA,NA,NA
12701411,20200102,"Multiple (portable facilities)",55777,"Michels Materials a Div of Michels Corp-K658",21231,"WI",NA,NA,0,13.47555,0.13389035,0.885725,1.09991,NA,NA,NA
12701511,20200401,"Multiple (portable facilities)",55777,"James Peterson and Sons Inc",212312,"WI",NA,NA,0,5.574695,0.26784024,0.4909285,0.1868145,NA,NA,NA
12701611,10200501,"Multiple (portable facilities)",55777,"Northeast Asphalt Inc #36",324121,"WI",NA,NA,0.00048,1.22292,0.04011823,1.350925,0.010222,NA,NA,NA
12701711,20200102,"Multiple (portable facilities)",55777,"R G Huston Company Inc",212312,"WI",NA,NA,0,3.95641,0.09130505,0.260049,0.3229325,NA,NA,NA
12701811,20200102,"Multiple (portable facilities)",55777,"R G Huston Company Inc",212312,"WI",NA,NA,0,1.568225,0.13686415,0.103077,0.1280025,NA,NA,NA
12701911,20200102,"Multiple (portable facilities)",55777,"SUN PRAIRIE SAND and GRAVEL",212319,"WI",NA,NA,0,1.812,0.04780805,0.1191,0.1479,NA,NA,NA
12702011,20200102,"Multiple (portable facilities)",55777,"Michels Materials",21231,"WI",NA,NA,0,2.07806,0.05528685,0.136588,0.1696165,NA,NA,NA
12702111,20200102,"Multiple (portable facilities)",55777,"DUFFEK SAND & GRAVEL INC",212319,"WI",NA,NA,0,9.00475,0.38642755,0.59187,0.73499,NA,NA,NA
12702211,20200102,"Multiple (portable facilities)",55777,"Powers Lake Construction",212312,"WI",NA,NA,0,0.71876,0.0061108,0.047243,0.058667,NA,NA,NA
12702311,20200102,"Multiple (portable facilities)",55777,"DUFFEK SAND & GRAVEL INC",212319,"WI",NA,NA,0,7.0348,0.320927,0.462386,0.574195,NA,NA,NA
12702411,20200102,"Multiple (portable facilities)",55777,"GENESEE AGGREGATE CORPORATION",212319,"WI",NA,NA,0.0100605,0.301824,0.09918373,0,0.003169,NA,NA,NA
12702511,20200102,"Multiple (portable facilities)",55777,"MICHELS MATERIALS",21231,"WI",NA,NA,0,9.71865,0.1687255,0.638795,0.79326,NA,NA,NA
12702611,20100102,"Multiple (portable facilities)",55777,"PORTA-BLAST INC dba PORTA-PAINTING",23899,"WI",NA,NA,0,1.04462,0.0372065,0.068661,0.085273,NA,NA,NA
12702711,20200102,"Multiple (portable facilities)",55777,"Timberlane Excavating Inc",212321,"WI",NA,NA,0,3.90788,0.1420778,0.256859,0.318971,NA,NA,NA
12702811,10201302,"Multiple (portable facilities)",55777,"Tri-County Paving",324121,"WI",NA,NA,0.1055455,10.57459,0.393779,2.671705,0.680997,NA,NA,NA
12702911,20200102,"Multiple (portable facilities)",55777,"County Materials Corporation",212313,"WI",NA,NA,0,6.0255,0.1789419,0.396047,0.491817,NA,NA,NA
12703011,20200102,"Multiple (portable facilities)",55777,"Fahrner Asphalt Sealers LLC",21231,"WI",NA,NA,0,0.458436,0.0078285,0.0301325,0.0374185,NA,NA,NA
12703111,20200102,"Multiple (portable facilities)",55777,"Fahrner Asphalt Sealers LLC",212312,"WI",NA,NA,0,5.0452,0.1253418,0.331614,0.411803,NA,NA,NA
12703211,20200102,"Multiple (portable facilities)",55777,"Pitlik and Wick Inc.",212321,"WI",NA,NA,0,6.200192,0.5727278,0.497203,0.098998,NA,NA,NA
12703311,20200102,"Multiple (portable facilities)",55777,"Gerke Excavating",21232,"WI",NA,NA,0,14.798,0.34178675,0.97265,1.20785,NA,NA,NA
12703411,20200102,"Multiple (portable facilities)",55777,"Gerke Excavating",212312,"WI",NA,NA,0,21.14,0.446399,1.3895,1.7255,NA,NA,NA
12703511,20200102,"Multiple (portable facilities)",55777,"The Kraemer Company LLC Plant TKC-8 #8454",212312,"WI",NA,NA,0,4.832905,0.0557014,0.3176595,0.394474,NA,NA,NA
12703611,10200502,"Multiple (portable facilities)",55777,"Northeast Asphalt #66",32412,"WI",NA,NA,0,2.95218,0.0074274,0.040592,0.0295215,NA,NA,NA
12703711,20200102,"Multiple (portable facilities)",55777,"Butterfield Trucking Inc - Jones Rd Plant",212312,"WI",NA,NA,0,4.9528,0.1171895,0.32554,0.40426,NA,NA,NA
